,text_raw,text_clean
0,"Then wear the gold hat, if that will move her;   If you can bounce high, bounce for her too, Till she cry ""Lover, gold-hatted, high-bouncing lover,   I must have you!""",then wear the gold hat if that will move her if you can bounce high bounce for her too till she cry lover gold hatted high bounce lover i must have you
1,--THOMAS PARKE D'INVILLIERS,thomas parke have invilliers
2,In my younger and more vulnerable years my father gave me some advice that I've been turning over in my mind ever since.,in my young and much vulnerable year my father give me some advice that i have be turn over in my mind ever since
3,"""Whenever you feel like criticizing any one,"" he told me, ""just remember that all the people in this world haven't had the advantages that you've had.""",whenever you feel like criticize any one he tell me just remember that all the people in this world have not have the advantage that you have have
4,"He didn't say any more but we've always been unusually communicative in a reserved way, and I understood that he meant a great deal more than that.",he do not say any much but we have always be unusually communicative in a reserve way and i understand that he mean a great deal much than that
5,"In consequence I'm inclined to reserve all judgments, a habit that has opened up many curious natures to me and also made me the victim of not a few veteran bores.",in consequence i be incline to reserve all judgment a habit that have open up many curious nature to me and also make me the victim of not a few veteran bore
6,"The abnormal mind is quick to detect and attach itself to this quality when it appears in a normal person, and so it came about that in college I was unjustly accused of being a politician, because I was privy to the secret griefs of wild, unknown men.",the abnormal mind be quick to detect and attach itself to this quality when it appear in a normal person and so it come about that in college i be unjustly accuse of be a politician because i be privy to the secret grief of wild unknown man
7,"Most of the confidences were unsought--frequently I have feigned sleep, preoccupation, or a hostile levity when I realized by some unmistakable sign that an intimate revelation was quivering on the horizon--for the intimate revelations of young men or at least the terms in which they express them are usually plagiaristic and marred by obvious suppressions.",much of the confidence be unsought frequently i have feign sleep preoccupation or a hostile levity when i realize by some unmistakable sign that a intimate revelation be quiver on the horizon for the intimate revelation of young man or at little the term in which they express them be usually plagiaristic and mar by obvious suppression
8,Reserving judgments is a matter of infinite hope.,reserve judgment be a matt of infinite hope
9,"I am still a little afraid of missing something if I forget that, as my father snobbishly suggested, and I snobbishly repeat, a sense of the fundamental decencies is parcelled out unequally at birth.",i be still a little afraid of miss something if i forget that a my father snobbishly suggest and i snobbishly repeat a sense of the fundamental decency be parcel out unequally at birth
10,"And, after boasting this way of my tolerance, I come to the admission that it has a limit.",and after boast this way of my tolerance i come to the admission that it have a limit
11,Conduct may be founded on the hard rock or the wet marshes but after a certain point I don't care what it's founded on.,conduct may be found on the hard rock or the wet marsh but after a certain point i do not care what it be found on
12,When I came back from the East last autumn I felt that I wanted the world to be in uniform and at a sort of moral attention forever; I wanted no more riotous excursions with privileged glimpses into the human heart.,when i come back from the east last autumn i feel that i want the world to be in uniform and at a sort of moral attention forever i want no much riotous excursion with privilege glimpse into the human heart
13,"Only Gatsby, the man who gives his name to this book, was exempt from my reaction--Gatsby who represented everything for which I have an unaffected scorn.",only gatsby the man who give his name to this book be exempt from my reaction gatsby who represent everything for which i have a unaffected scorn
14,"If personality is an unbroken series of successful gestures, then there was something gorgeous about him, some heightened sensitivity to the promises of life, as if he were related to one of those intricate machines that register earthquakes ten thousand miles away.",if personality be a unbroken series of successful gesture then there be something gorgeous about him some heighten sensitivity to the promise of life a if he be relate to one of that intricate machine that register earthquake ten thousand mile away
15,"This responsiveness had nothing to do with that flabby impressionability which is dignified under the name of the ""creative temperament""--it was an extraordinary gift for hope, a romantic readiness such as I have never found in any other person and which it is not likely I shall ever find again.",this responsiveness have nothing to do with that flabby impressionability which be dignify under the name of the creative temperament it be a extraordinary gift for hope a romantic readiness such a i have never find in any other person and which it be not likely i shall ever find again
16,"No--Gatsby turned out all right at the end; it is what preyed on Gatsby, what foul dust floated in the wake of his dreams that temporarily closed out my interest in the abortive sorrows and short-winded elations of men.",no gatsby turn out all right at the end it be what prey on gatsby what foul dust float in the wake of his dream that temporarily close out my interest in the abortive sorrow and short wind elations of man
17,"My family have been prominent, well-to-do people in this middle-western city for three generations.",my family have be prominent good to do people in this middle western city for three generation
18,"The Carraways are something of a clan and we have a tradition that we're descended from the Dukes of Buccleuch, but the actual founder of my line was my grandfather's brother who came here in fifty-one, sent a substitute to the Civil War and started the wholesale hardware business that my father carries on today.",the carraways be something of a clan and we have a tradition that we be descend from the duke of buccleuch but the actual founder of my line be my grandfather s brother who come here in fifty one send a substitute to the civil war and start the wholesale hardware business that my father carry on today
19,I never saw this great-uncle but I'm supposed to look like him--with special reference to the rather hard-boiled painting that hangs in Father's office.,i never see this great uncle but i be suppose to look like him with special reference to the rather hard boil paint that hang in father s office
20,"I graduated from New Haven in 1915, just a quarter of a century after my father, and a little later I participated in that delayed Teutonic migration known as the Great War.",i graduate from new haven in just a quarter of a century after my father and a little late i participate in that delay teutonic migration know a the great war
21,I enjoyed the counter-raid so thoroughly that I came back restless.,i enjoy the counter raid so thoroughly that i come back restless
22,Instead of being the warm center of the world the middle-west now seemed like the ragged edge of the universe--so I decided to go east and learn the bond business.,instead of be the warm center of the world the middle west now seem like the rag edge of the universe so i decide to go east and learn the bond business
23,Everybody I knew was in the bond business so I supposed it could support one more single man.,everybody i know be in the bond business so i suppose it can support one much single man
